Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,15,Oxygen Esports,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,16,G2 Esports,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,16,Oxygen Esports,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,17,G2 Esports,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,17,Oxygen Esports,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,18,G2 Esports,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,18,Oxygen Esports,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,19,G2 Esports,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,19,Oxygen Esports,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,20,G2 Esports,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,20,Oxygen Esports,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,21,G2 Esports,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,21,Oxygen Esports,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,22,G2 Esports,23.0k,9.6k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,22,Oxygen Esports,11.3k,7.0k,Semi-buy: 10-20k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,23,G2 Esports,24.0k,12.1k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,23,Oxygen Esports,22.5k,1.1k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,24,G2 Esports,22.3k,1.3k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,24,Oxygen Esports,26.7k,4.3k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,25,G2 Esports,22.9k,1.5k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,25,Oxygen Esports,23.8k,1.5k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,26,G2 Esports,24.2k,1.1k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,G2 Esports vs Oxygen Esports,Breeze,26,Oxygen Esports,23.6k,1.4k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,1,Papara SuperMassive,3.7k,0.2k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,1,FunPlus Phoenix,3.9k,0.2k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,2,Papara SuperMassive,0.6k,9.8k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,2,FunPlus Phoenix,14.9k,5.0k,Semi-buy: 10-20k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,3,Papara SuperMassive,22.0k,0.2k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,3,FunPlus Phoenix,18.6k,12.0k,Semi-buy: 10-20k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,4,Papara SuperMassive,24.2k,8.0k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,4,FunPlus Phoenix,22.2k,1.6k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,5,Papara SuperMassive,24.5k,12.3k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,5,FunPlus Phoenix,8.2k,8.4k,Semi-eco: 5-10k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,6,Papara SuperMassive,27.2k,25.3k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,6,FunPlus Phoenix,23.1k,1.6k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,7,Papara SuperMassive,26.4k,36.0k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,7,FunPlus Phoenix,8.3k,8.9k,Semi-eco: 5-10k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,8,Papara SuperMassive,27.2k,40.6k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,8,FunPlus Phoenix,23.1k,1.9k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,9,Papara SuperMassive,25.2k,21.9k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,9,FunPlus Phoenix,23.2k,9.1k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,10,Papara SuperMassive,25.0k,34.2k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,10,FunPlus Phoenix,13.2k,7.6k,Semi-buy: 10-20k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,11,Papara SuperMassive,25.6k,29.5k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,11,FunPlus Phoenix,22.1k,0.8k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,12,Papara SuperMassive,26.6k,27.9k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,12,FunPlus Phoenix,17.2k,0.7k,Semi-buy: 10-20k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,13,Papara SuperMassive,3.9k,0.2k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,13,FunPlus Phoenix,3.9k,0.3k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,14,Papara SuperMassive,18.6k,1.5k,Semi-buy: 10-20k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,14,FunPlus Phoenix,3.5k,7.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,15,Papara SuperMassive,18.9k,7.6k,Semi-buy: 10-20k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,15,FunPlus Phoenix,19.2k,0.7k,Semi-buy: 10-20k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,16,Papara SuperMassive,19.9k,2.7k,Semi-buy: 10-20k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,16,FunPlus Phoenix,20.3k,2.9k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,17,Papara SuperMassive,23.1k,7.7k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,17,FunPlus Phoenix,7.0k,7.4k,Semi-eco: 5-10k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,18,Papara SuperMassive,24.8k,9.4k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,18,FunPlus Phoenix,20.4k,0.5k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,19,Papara SuperMassive,10.4k,11.2k,Semi-buy: 10-20k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Ascent,19,FunPlus Phoenix,23.2k,10.9k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,1,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,1,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,2,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,2,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,3,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,3,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,4,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,4,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,5,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,5,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,6,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,6,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,7,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,7,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,8,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,8,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,9,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,9,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,10,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,10,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,11,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,11,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,12,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,12,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,13,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,13,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,14,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,14,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,15,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,15,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,16,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,16,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,17,Papara SuperMassive,0.0k,0.0k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,17,FunPlus Phoenix,0.0k,0.0k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,18,Papara SuperMassive,23.7k,4.9k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,18,FunPlus Phoenix,22.0k,9.3k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,19,Papara SuperMassive,20.0k,1.2k,Semi-buy: 10-20k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,19,FunPlus Phoenix,22.6k,11.0k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,20,Papara SuperMassive,14.7k,6.7k,Semi-buy: 10-20k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,20,FunPlus Phoenix,22.6k,23.6k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,21,Papara SuperMassive,21.7k,1.3k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,21,FunPlus Phoenix,22.6k,17.3k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,22,Papara SuperMassive,10.5k,7.1k,Semi-buy: 10-20k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,22,FunPlus Phoenix,22.6k,18.6k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,23,Papara SuperMassive,22.3k,0.8k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Upper Quarterfinals,Papara SuperMassive vs FunPlus Phoenix,Split,23,FunPlus Phoenix,22.6k,18.5k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,1,Oxygen Esports,3.6k,0.4k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,1,Team Liquid,3.9k,0.3k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,2,Oxygen Esports,1.7k,8.6k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,2,Team Liquid,19.0k,1.6k,Semi-buy: 10-20k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,3,Oxygen Esports,19.7k,0.6k,Semi-buy: 10-20k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,3,Team Liquid,19.2k,15.1k,Semi-buy: 10-20k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,4,Oxygen Esports,18.7k,3.5k,Semi-buy: 10-20k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,4,Team Liquid,23.1k,4.7k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,5,Oxygen Esports,4.6k,9.8k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,5,Team Liquid,23.1k,7.4k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,6,Oxygen Esports,21.3k,1.1k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,6,Team Liquid,22.8k,16.1k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,7,Oxygen Esports,7.1k,10.1k,Semi-eco: 5-10k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,7,Team Liquid,26.4k,11.6k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,8,Oxygen Esports,23.2k,2.1k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,8,Team Liquid,27.5k,18.7k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,9,Oxygen Esports,16.8k,7.1k,Semi-buy: 10-20k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,9,Team Liquid,27.3k,27.6k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,10,Oxygen Esports,22.5k,0.9k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,10,Team Liquid,28.0k,35.7k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,11,Oxygen Esports,9.1k,9.0k,Semi-eco: 5-10k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,11,Team Liquid,26.2k,32.6k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,12,Oxygen Esports,23.3k,2.3k,Full buy: 20k+,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,12,Team Liquid,26.2k,36.6k,Full buy: 20k+,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,13,Oxygen Esports,3.9k,0.4k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,13,Team Liquid,3.8k,0.3k,Eco: 0-5k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,14,Oxygen Esports,12.4k,0.4k,Semi-buy: 10-20k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Haven,14,Team Liquid,16.7k,0.5k,Semi-buy: 10-20k,Win
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Breeze,1,Oxygen Esports,4.0k,0.3k,Eco: 0-5k,Loss
Champions Tour Stage 3: EMEA Challengers Playoffs,Main Event,Lower Round 1,Oxygen Esports vs Team Liquid,Breeze,1,Team Liquid,3.8k,0.2k,Eco: 0-5k,Win
