Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Les Zinzins De Lespace vs SurrealpLay,Split,Les Zinzins De Lespace,13,5,8,,SurrealpLay,10,3,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Les Zinzins De Lespace vs SurrealpLay,Haven,Les Zinzins De Lespace,13,6,7,,SurrealpLay,9,3,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Banditz vs NowyTowiec,Icebox,Banditz,13,9,4,,NowyTowiec,9,6,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Banditz vs NowyTowiec,Ascent,Banditz,6,6,0,,NowyTowiec,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Banditz vs NowyTowiec,Bind,Banditz,7,6,1,,NowyTowiec,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,RISE Esports vs soyboys,Bind,RISE Esports,11,6,5,,soyboys,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,RISE Esports vs soyboys,Icebox,RISE Esports,5,4,1,,soyboys,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,bref vs kapten mint,Haven,bref,13,10,3,,kapten mint,3,1,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,bref vs kapten mint,Split,bref,13,8,5,,kapten mint,5,1,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Equipe vs Megastitut,Haven,Equipe,7,4,3,,Megastitut,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Equipe vs Megastitut,Breeze,Equipe,1,1,0,,Megastitut,13,2,11,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,eSuba vs NonsenseGaming,Ascent,eSuba,13,11,2,,NonsenseGaming,1,0,1,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,eSuba vs NonsenseGaming,Haven,eSuba,13,12,1,,NonsenseGaming,2,2,0,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Asteria Gaming vs Mix Helios,Icebox,Asteria Gaming,13,12,1,,Mix Helios,2,2,0,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Asteria Gaming vs Mix Helios,Ascent,Asteria Gaming,13,6,7,,Mix Helios,7,1,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Super Cool Komando vs Bonsoir,Ascent,Super Cool Komando,2,1,1,,Bonsoir,13,2,11,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Super Cool Komando vs Bonsoir,Split,Super Cool Komando,0,0,0,,Bonsoir,13,1,12,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Esports Cyberathletes vs Celestial Esports,Breeze,Esports Cyberathletes,14,4,8,2,Celestial Esports,12,4,8,0,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Esports Cyberathletes vs Celestial Esports,Haven,Esports Cyberathletes,13,8,5,,Celestial Esports,8,4,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Lasagna Beam vs WoofWoof,Bind,Lasagna Beam,13,7,6,,WoofWoof,5,0,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Lasagna Beam vs WoofWoof,Icebox,Lasagna Beam,13,11,2,,WoofWoof,10,9,1,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Mixers vs Reject$,Icebox,Mixers,7,6,1,,Reject$,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Mixers vs Reject$,Haven,Mixers,8,4,4,,Reject$,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Vacuumers vs EGN Esports,Breeze,Vacuumers,13,4,9,,EGN Esports,10,2,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Vacuumers vs EGN Esports,Haven,Vacuumers,5,4,1,,EGN Esports,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Vacuumers vs EGN Esports,Icebox,Vacuumers,13,7,6,,EGN Esports,11,6,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Exalty vs Team Queso,Ascent,Exalty,6,6,0,,Team Queso,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Exalty vs Team Queso,Breeze,Exalty,5,4,1,,Team Queso,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Pomidorki W Louis vs Last Second Mix,Ascent,Pomidorki W Louis,13,9,4,,Last Second Mix,3,0,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Pomidorki W Louis vs Last Second Mix,Haven,Pomidorki W Louis,13,11,2,,Last Second Mix,1,0,1,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Bifrost vs CGN Esports,Ascent,Bifrost,13,10,3,,CGN Esports,10,8,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Bifrost vs CGN Esports,Haven,Bifrost,3,3,0,,CGN Esports,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Bifrost vs CGN Esports,Split,Bifrost,9,7,2,,CGN Esports,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,PSQ vs Team Plague,Haven,PSQ,10,4,6,,Team Plague,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,PSQ vs Team Plague,Bind,PSQ,13,8,5,,Team Plague,10,6,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,PSQ vs Team Plague,Ascent,PSQ,13,6,6,1,Team Plague,15,6,6,3,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,FARMERS vs m8 Esports,Haven,FARMERS,13,7,6,,m8 Esports,10,5,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,FARMERS vs m8 Esports,Split,FARMERS,13,7,6,,m8 Esports,8,3,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Average Joes vs Circe,Haven,Average Joes,13,8,5,,Circe,7,3,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Average Joes vs Circe,Split,Average Joes,8,8,0,,Circe,13,9,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Average Joes vs Circe,Bind,Average Joes,13,8,5,,Circe,4,0,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Winfinity vs Stuverance Esport,Bind,Winfinity,8,7,1,,Stuverance Esport,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Winfinity vs Stuverance Esport,Icebox,Winfinity,13,4,9,,Stuverance Esport,10,2,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Winfinity vs Stuverance Esport,Ascent,Winfinity,13,9,4,,Stuverance Esport,9,6,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Anonymo Esports vs Macko Esports,Haven,Anonymo Esports,13,7,6,,Macko Esports,7,2,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Anonymo Esports vs Macko Esports,Bind,Anonymo Esports,11,4,7,,Macko Esports,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Anonymo Esports vs Macko Esports,Icebox,Anonymo Esports,11,5,6,,Macko Esports,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,monkes vs Noodle Arm Athletes,Ascent,monkes,3,3,0,,Noodle Arm Athletes,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,monkes vs Noodle Arm Athletes,Icebox,monkes,6,2,4,,Noodle Arm Athletes,13,3,10,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Team Bachara vs Spirit Gaming,Haven,Team Bachara,12,4,8,0,Spirit Gaming,14,4,8,2,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Team Bachara vs Spirit Gaming,Ascent,Team Bachara,13,7,6,,Spirit Gaming,11,6,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Team Bachara vs Spirit Gaming,Icebox,Team Bachara,13,10,3,,Spirit Gaming,2,0,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Rugrats vs qz,Haven,Rugrats,13,7,6,,qz,5,0,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Rugrats vs qz,Split,Rugrats,13,7,6,,qz,11,6,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,ReviveMeJett vs Bad Mental Esports,Haven,ReviveMeJett,13,9,4,,Bad Mental Esports,5,2,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,ReviveMeJett vs Bad Mental Esports,Ascent,ReviveMeJett,13,10,3,,Bad Mental Esports,6,4,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,IVY vs Endavant,Split,IVY,13,4,9,,Endavant,10,2,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,IVY vs Endavant,Haven,IVY,13,9,4,,Endavant,6,3,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Hex Esports vs Ovation eSports,Ascent,Hex Esports,7,5,2,,Ovation eSports,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Hex Esports vs Ovation eSports,Icebox,Hex Esports,7,5,2,,Ovation eSports,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,AXIBYTE ESPORTS vs webSPELL,Icebox,AXIBYTE ESPORTS,13,9,4,,webSPELL,6,3,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,AXIBYTE ESPORTS vs webSPELL,Ascent,AXIBYTE ESPORTS,7,4,3,,webSPELL,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,AXIBYTE ESPORTS vs webSPELL,Bind,AXIBYTE ESPORTS,13,8,5,,webSPELL,8,4,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,STAGA vs TEMPO,Split,STAGA,13,11,2,,TEMPO,1,0,1,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,STAGA vs TEMPO,Haven,STAGA,11,7,4,,TEMPO,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,STAGA vs TEMPO,Icebox,STAGA,13,11,2,,TEMPO,1,0,1,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,ehehxd vs iPon Esport,Split,ehehxd,11,7,4,,iPon Esport,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,ehehxd vs iPon Esport,Icebox,ehehxd,13,4,9,,iPon Esport,11,3,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,ehehxd vs iPon Esport,Haven,ehehxd,10,4,6,,iPon Esport,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,WiLD MultiGaming vs Karutis,Ascent,WiLD MultiGaming,13,10,3,,Karutis,2,0,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Vexed Gaming vs ownage,Ascent,Vexed Gaming,16,9,3,4,ownage,14,9,3,2,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Vexed Gaming vs ownage,Bind,Vexed Gaming,13,6,7,,ownage,11,5,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Fratres vs Shanghai Emperors,Haven,Fratres,7,6,1,,Shanghai Emperors,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Fratres vs Shanghai Emperors,Icebox,Fratres,13,8,5,,Shanghai Emperors,9,5,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Fratres vs Shanghai Emperors,Ascent,Fratres,8,4,4,,Shanghai Emperors,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,ENRAGE vs Sprayz Gaming,Bind,ENRAGE,13,8,5,,Sprayz Gaming,10,6,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,ENRAGE vs Sprayz Gaming,Ascent,ENRAGE,13,10,3,,Sprayz Gaming,3,1,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Balkan Stars vs noFEAR,Ascent,Balkan Stars,3,2,1,,noFEAR,13,3,10,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Balkan Stars vs noFEAR,Haven,Balkan Stars,3,1,2,,noFEAR,13,2,11,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Project ABC vs Vertical Seven Esports,Icebox,Project ABC,5,2,3,,Vertical Seven Esports,13,3,10,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Project ABC vs Vertical Seven Esports,Split,Project ABC,13,11,2,,Vertical Seven Esports,3,2,1,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Project ABC vs Vertical Seven Esports,Ascent,Project ABC,9,8,1,,Vertical Seven Esports,13,9,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,OLD DOGS vs FlyMatez,Ascent,OLD DOGS,5,4,1,,FlyMatez,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,OLD DOGS vs FlyMatez,Icebox,OLD DOGS,13,8,5,,FlyMatez,7,3,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,OLD DOGS vs FlyMatez,Bind,OLD DOGS,13,7,6,,FlyMatez,11,6,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Dame Time vs AREA,Split,Dame Time,4,3,1,,AREA,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Dame Time vs AREA,Breeze,Dame Time,3,3,0,,AREA,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,FTW Esports vs Baecon GG,Haven,FTW Esports,13,4,9,,Baecon GG,11,3,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,FTW Esports vs Baecon GG,Ascent,FTW Esports,13,4,9,,Baecon GG,8,0,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Iluro Gaming vs StinkyGuys,Bind,Iluro Gaming,6,3,3,,StinkyGuys,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Iluro Gaming vs StinkyGuys,Icebox,Iluro Gaming,5,4,1,,StinkyGuys,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,SAW vs Souldazz,Haven,SAW,13,7,6,,Souldazz,6,1,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,SAW vs Souldazz,Ascent,SAW,13,10,3,,Souldazz,5,3,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,TDI vs driveBy,Ascent,TDI,7,4,3,,driveBy,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,TDI vs driveBy,Haven,TDI,13,6,7,,driveBy,9,3,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,TDI vs driveBy,Split,TDI,6,3,3,,driveBy,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Elo and Muscle vs UCAM Esports Club,Haven,Elo and Muscle,10,4,6,,UCAM Esports Club,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 128,Elo and Muscle vs UCAM Esports Club,Bind,Elo and Muscle,6,5,1,,UCAM Esports Club,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,bref vs GrandSpirit,Split,bref,13,10,3,,GrandSpirit,5,3,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,bref vs GrandSpirit,Icebox,bref,13,4,9,,GrandSpirit,10,2,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,eSuba vs NoPoaching,Ascent,eSuba,3,3,0,,NoPoaching,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,eSuba vs NoPoaching,Icebox,eSuba,15,8,4,3,NoPoaching,13,8,4,1,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,eSuba vs NoPoaching,Haven,eSuba,1,1,0,,NoPoaching,13,2,11,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Bonsoir vs Esports Cyberathletes,Bind,Bonsoir,16,8,4,4,Esports Cyberathletes,14,8,4,2,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Bonsoir vs Esports Cyberathletes,Ascent,Bonsoir,13,9,4,,Esports Cyberathletes,4,1,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,MANGO vs Lasagna Beam,Bind,MANGO,13,4,9,,Lasagna Beam,11,3,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,MANGO vs Lasagna Beam,Haven,MANGO,4,4,0,,Lasagna Beam,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,MANGO vs Lasagna Beam,Ascent,MANGO,13,8,5,,Lasagna Beam,6,2,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Team Queso vs Pomidorki W Louis,Breeze,Team Queso,13,9,4,,Pomidorki W Louis,6,3,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Team Queso vs Pomidorki W Louis,Ascent,Team Queso,13,8,5,,Pomidorki W Louis,8,4,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Rugrats vs ReviveMeJett,Bind,Rugrats,13,8,5,,ReviveMeJett,9,5,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Rugrats vs ReviveMeJett,Haven,Rugrats,13,7,6,,ReviveMeJett,11,6,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,IVY vs Ovation eSports,Haven,IVY,13,7,6,,Ovation eSports,11,6,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,IVY vs Ovation eSports,Breeze,IVY,13,7,6,,Ovation eSports,11,6,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,iPon Esport vs WiLD MultiGaming,Split,iPon Esport,12,9,3,0,WiLD MultiGaming,14,9,3,2,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,iPon Esport vs WiLD MultiGaming,Haven,iPon Esport,13,7,6,,WiLD MultiGaming,7,2,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,iPon Esport vs WiLD MultiGaming,Bind,iPon Esport,10,6,4,,WiLD MultiGaming,13,7,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,unjobbed vs Swag Silicone,Haven,unjobbed,12,4,8,0,Swag Silicone,14,4,8,2,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,unjobbed vs Swag Silicone,Ascent,unjobbed,13,5,8,,Swag Silicone,8,1,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,unjobbed vs Swag Silicone,Icebox,unjobbed,13,8,5,,Swag Silicone,5,1,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,SAW vs driveBy,Haven,SAW,6,5,1,,driveBy,13,6,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,SAW vs driveBy,Ascent,SAW,13,6,7,,driveBy,8,2,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,SAW vs driveBy,Breeze,SAW,12,9,3,0,driveBy,14,9,3,2,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Team Sampi vs Békéscsabai E-sport Egyesület,Haven,Team Sampi,13,11,2,,Békéscsabai E-sport Egyesület,4,3,1,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Team Sampi vs Békéscsabai E-sport Egyesület,Bind,Team Sampi,5,3,2,,Békéscsabai E-sport Egyesület,13,4,9,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Team Sampi vs Békéscsabai E-sport Egyesület,Split,Team Sampi,13,7,6,,Békéscsabai E-sport Egyesület,7,2,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,SHINY vs OG,Ascent,SHINY,9,7,2,,OG,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,SHINY vs OG,Icebox,SHINY,4,4,0,,OG,13,5,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Les Zinzins De Lespace vs NowyTowiec,Split,Les Zinzins De Lespace,13,9,4,,NowyTowiec,7,4,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Les Zinzins De Lespace vs NowyTowiec,Ascent,Les Zinzins De Lespace,8,7,1,,NowyTowiec,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Les Zinzins De Lespace vs NowyTowiec,Haven,Les Zinzins De Lespace,13,8,5,,NowyTowiec,8,4,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,MTP Esport vs soyboys,Ascent,MTP Esport,13,6,7,,soyboys,6,0,6,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,MTP Esport vs soyboys,Icebox,MTP Esport,13,5,8,,soyboys,7,0,7,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Megastitut vs Dark Tigers,Ascent,Megastitut,13,8,5,,Dark Tigers,4,0,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Megastitut vs Dark Tigers,Haven,Megastitut,13,4,9,,Dark Tigers,10,2,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Team Heretics vs PACT,Icebox,Team Heretics,13,10,3,,PACT,10,8,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Team Heretics vs PACT,Breeze,Team Heretics,13,9,4,,PACT,5,2,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,19esports vs Asteria Gaming,Icebox,19esports,13,7,6,,Asteria Gaming,10,5,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,19esports vs Asteria Gaming,Ascent,19esports,13,0,0,,Asteria Gaming,6,0,0,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Reject$ vs Vacuumers,Split,Reject$,13,9,4,,Vacuumers,4,1,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Reject$ vs Vacuumers,Icebox,Reject$,13,7,6,,Vacuumers,6,1,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Yendez vs CGN Esports,Ascent,Yendez,13,8,5,,CGN Esports,4,0,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Yendez vs CGN Esports,Haven,Yendez,14,3,9,2,CGN Esports,12,3,9,0,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Team Plague vs Totally Spies,Split,Team Plague,13,10,3,,Totally Spies,6,4,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Team Plague vs Totally Spies,Ascent,Team Plague,13,8,5,,Totally Spies,4,0,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,FARMERS vs Stramme Mangos,Haven,FARMERS,13,10,3,,Stramme Mangos,9,7,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,FARMERS vs Stramme Mangos,Ascent,FARMERS,13,10,3,,Stramme Mangos,4,2,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Giants Gaming vs Average Joes,Bind,Giants Gaming,13,10,3,,Average Joes,6,4,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Giants Gaming vs Average Joes,Split,Giants Gaming,13,10,3,,Average Joes,2,0,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Winfinity vs Macko Esports,Haven,Winfinity,1,1,0,,Macko Esports,13,2,11,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Winfinity vs Macko Esports,Icebox,Winfinity,13,8,5,,Macko Esports,7,3,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Winfinity vs Macko Esports,Ascent,Winfinity,13,8,5,,Macko Esports,7,3,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Noodle Arm Athletes vs Team Bachara,Ascent,Noodle Arm Athletes,13,8,5,,Team Bachara,10,6,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Noodle Arm Athletes vs Team Bachara,Breeze,Noodle Arm Athletes,13,8,5,,Team Bachara,6,2,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,AXIBYTE ESPORTS vs STAGA,Breeze,AXIBYTE ESPORTS,13,9,4,,STAGA,9,6,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,AXIBYTE ESPORTS vs STAGA,Icebox,AXIBYTE ESPORTS,13,8,5,,STAGA,7,3,4,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,HEET vs LDN UTD,Breeze,HEET,13,7,6,,LDN UTD,5,0,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,HEET vs LDN UTD,Bind,HEET,13,10,3,,LDN UTD,2,0,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Vexed Gaming vs Shanghai Emperors,Breeze,Vexed Gaming,13,9,4,,Shanghai Emperors,4,1,3,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Vexed Gaming vs Shanghai Emperors,Ascent,Vexed Gaming,8,7,1,,Shanghai Emperors,13,8,5,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,Vexed Gaming vs Shanghai Emperors,Icebox,Vexed Gaming,13,10,3,,Shanghai Emperors,3,1,2,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,ENRAGE vs noFEAR,Split,ENRAGE,13,4,9,,noFEAR,11,3,8,,
Champions Tour Europe Stage 3: Challengers 2,Open Qualifier,Round of 64,ENRAGE vs noFEAR,Haven,ENRAGE,1,1,0,,noFEAR,13,2,11,,
