Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,8,DRX,23.3k,20.9k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,8,LOUD,18.1k,2.9k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,9,DRX,23.1k,28.7k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,9,LOUD,10.0k,7.3k,Semi-eco: 5-10k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,10,DRX,23.6k,28.0k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,10,LOUD,19.9k,3.5k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,11,DRX,23.5k,22.0k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,11,LOUD,12.8k,7.0k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,12,DRX,24.5k,19.6k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,12,LOUD,22.1k,1.2k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,13,DRX,3.6k,0.2k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,13,LOUD,4.0k,0.2k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,14,DRX,1.8k,8.5k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,14,LOUD,15.5k,3.8k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,15,DRX,19.1k,1.4k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,15,LOUD,19.4k,14.0k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,16,DRX,18.4k,2.7k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,16,LOUD,20.8k,5.5k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,17,DRX,8.7k,8.3k,Semi-eco: 5-10k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,17,LOUD,21.2k,18.5k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,18,DRX,19.0k,2.8k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,18,LOUD,23.0k,26.9k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,19,DRX,19.7k,11.1k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,19,LOUD,23.2k,20.6k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,20,DRX,22.0k,13.9k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,20,LOUD,21.1k,13.8k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,21,DRX,22.4k,19.5k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,21,LOUD,22.3k,8.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,22,DRX,23.6k,11.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,22,LOUD,22.9k,18.6k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,23,DRX,21.2k,8.9k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,23,LOUD,23.5k,7.3k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,24,DRX,19.5k,1.0k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,24,LOUD,24.1k,5.5k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,25,DRX,23.8k,1.4k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,25,LOUD,23.8k,0.8k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,26,DRX,23.0k,1.2k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,26,LOUD,24.4k,0.8k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,27,DRX,23.9k,1.1k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,27,LOUD,23.8k,0.8k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,28,DRX,23.5k,1.1k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Lotus,28,LOUD,24.4k,0.8k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,1,DRX,3.5k,0.4k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,1,LOUD,4.1k,0.4k,Eco: 0-5k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,2,DRX,15.6k,3.5k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,2,LOUD,3.0k,7.7k,Eco: 0-5k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,3,DRX,6.1k,8.5k,Semi-eco: 5-10k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,3,LOUD,21.8k,9.2k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,4,DRX,19.4k,2.2k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,4,LOUD,22.4k,16.9k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,5,DRX,17.1k,1.0k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,5,LOUD,22.2k,8.2k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,6,DRX,8.5k,7.6k,Semi-eco: 5-10k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,6,LOUD,22.6k,17.6k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,7,DRX,20.4k,9.4k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,7,LOUD,21.0k,7.9k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,8,DRX,21.2k,14.4k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,8,LOUD,15.6k,6.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,9,DRX,23.8k,25.2k,Full buy: 20k+,Loss
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,9,LOUD,19.1k,3.2k,Semi-buy: 10-20k,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,10,DRX,23.4k,15.1k,Full buy: 20k+,Win
Valorant Champions 2023,Group Stage,Opening (D),DRX vs LOUD,Split,10,LOUD,21.4k,11.4k,Full buy: 20k+,Loss
