Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Pearl,24,Paper Rex,12.3k,1.7k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Pearl,24,EDward Gaming,21.3k,8.2k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,1,Paper Rex,3.6k,0.4k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,1,EDward Gaming,3.4k,0.2k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,2,Paper Rex,2.8k,8.2k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,2,EDward Gaming,18.0k,2.0k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,3,Paper Rex,21.2k,0.5k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,3,EDward Gaming,19.7k,13.9k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,4,Paper Rex,21.4k,5.0k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,4,EDward Gaming,22.3k,3.1k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,5,Paper Rex,21.9k,3.7k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,5,EDward Gaming,22.7k,11.0k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,6,Paper Rex,8.5k,10.6k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,6,EDward Gaming,20.0k,13.5k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,7,Paper Rex,23.8k,2.9k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,7,EDward Gaming,22.7k,16.4k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,8,Paper Rex,14.3k,8.5k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,8,EDward Gaming,22.9k,20.0k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,9,Paper Rex,23.6k,1.6k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,9,EDward Gaming,24.9k,22.6k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,10,Paper Rex,8.8k,9.8k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,10,EDward Gaming,24.7k,31.1k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,11,Paper Rex,24.2k,2.3k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,11,EDward Gaming,25.3k,33.7k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,12,Paper Rex,20.0k,0.4k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,12,EDward Gaming,23.7k,29.2k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,13,Paper Rex,3.8k,0.2k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,13,EDward Gaming,3.4k,0.2k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,14,Paper Rex,12.9k,6.7k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,14,EDward Gaming,2.5k,8.0k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,15,Paper Rex,16.6k,0.7k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,15,EDward Gaming,22.6k,7.9k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,16,Paper Rex,23.5k,8.5k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,16,EDward Gaming,11.2k,8.6k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,17,Paper Rex,20.4k,18.8k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,17,EDward Gaming,21.7k,1.4k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,18,Paper Rex,23.2k,8.4k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,18,EDward Gaming,16.3k,9.9k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,1,Paper Rex,3.9k,0.3k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,1,EDward Gaming,3.7k,0.3k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,2,Paper Rex,14.9k,0.9k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,2,EDward Gaming,4.8k,9.7k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,3,Paper Rex,18.8k,8.1k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,3,EDward Gaming,22.6k,0.9k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,4,Paper Rex,20.3k,2.2k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,4,EDward Gaming,22.9k,10.5k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,5,Paper Rex,6.2k,9.8k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,5,EDward Gaming,22.9k,24.6k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,6,Paper Rex,23.8k,1.7k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,6,EDward Gaming,23.7k,37.5k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,7,Paper Rex,24.0k,6.9k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,7,EDward Gaming,24.7k,20.3k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,8,Paper Rex,24.3k,11.1k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,8,EDward Gaming,20.0k,13.7k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,9,Paper Rex,24.0k,7.5k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,9,EDward Gaming,22.9k,8.5k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,10,Paper Rex,24.3k,20.5k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,10,EDward Gaming,14.3k,9.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,11,Paper Rex,24.6k,17.4k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,11,EDward Gaming,24.1k,4.2k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,12,Paper Rex,24.8k,3.5k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,12,EDward Gaming,25.6k,9.8k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,13,Paper Rex,4.2k,0.3k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,13,EDward Gaming,3.6k,0.4k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,14,Paper Rex,17.9k,2.0k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,14,EDward Gaming,3.1k,8.1k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,15,Paper Rex,16.2k,11.8k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,15,EDward Gaming,20.7k,0.9k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,16,Paper Rex,21.8k,9.7k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,16,EDward Gaming,8.9k,8.8k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,17,Paper Rex,22.4k,22.2k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,17,EDward Gaming,23.0k,1.4k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,18,Paper Rex,22.9k,12.0k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,18,EDward Gaming,24.0k,7.8k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,19,Paper Rex,22.1k,3.4k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,19,EDward Gaming,24.4k,19.2k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,20,Paper Rex,23.1k,5.5k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,20,EDward Gaming,26.2k,4.7k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,21,Paper Rex,7.5k,9.2k,Semi-eco: 5-10k,Win
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,21,EDward Gaming,20.7k,6.6k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,1,Leviatán,3.5k,0.5k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,1,Team Liquid,3.8k,0.2k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,2,Leviatán,16.0k,2.4k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,2,Team Liquid,4.6k,6.3k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,3,Leviatán,17.0k,14.0k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,3,Team Liquid,19.3k,0.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,4,Leviatán,25.9k,12.2k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,4,Team Liquid,10.0k,8.6k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,5,Leviatán,27.5k,20.7k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,5,Team Liquid,24.3k,1.5k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,6,Leviatán,26.6k,25.9k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,6,Team Liquid,18.0k,2.0k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,7,Leviatán,20.7k,15.0k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,7,Team Liquid,24.4k,12.7k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,8,Leviatán,25.4k,25.0k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,8,Team Liquid,19.3k,4.5k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,9,Leviatán,25.4k,12.1k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,9,Team Liquid,25.4k,8.9k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,10,Leviatán,25.4k,4.9k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,10,Team Liquid,25.4k,18.7k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,11,Leviatán,25.4k,9.5k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,11,Team Liquid,25.1k,6.3k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,12,Leviatán,20.8k,0.9k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,12,Team Liquid,25.9k,9.1k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,13,Leviatán,3.4k,0.6k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,13,Team Liquid,3.7k,0.3k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,14,Leviatán,16.0k,2.5k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,14,Team Liquid,4.7k,6.6k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,15,Leviatán,17.6k,14.5k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,15,Team Liquid,18.4k,0.3k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,16,Leviatán,25.4k,1.6k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,16,Team Liquid,22.3k,11.1k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,17,Leviatán,16.0k,6.6k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,17,Team Liquid,25.3k,17.4k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,18,Leviatán,21.9k,1.1k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,18,Team Liquid,25.3k,26.3k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,19,Leviatán,15.2k,10.2k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,19,Team Liquid,26.2k,30.0k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,20,Leviatán,23.6k,15.6k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,20,Team Liquid,20.9k,19.5k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,21,Leviatán,20.7k,6.2k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,21,Team Liquid,25.4k,22.3k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,22,Leviatán,25.4k,7.3k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,22,Team Liquid,25.2k,9.0k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,23,Leviatán,10.7k,9.7k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,23,Team Liquid,24.6k,6.1k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,1,Leviatán,3.4k,0.5k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,1,Team Liquid,3.6k,0.2k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,2,Leviatán,16.8k,2.3k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,2,Team Liquid,3.8k,6.9k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,3,Leviatán,9.5k,11.1k,Semi-eco: 5-10k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,3,Team Liquid,19.4k,0.5k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,4,Leviatán,23.0k,8.6k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,4,Team Liquid,9.9k,6.3k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,5,Leviatán,20.3k,16.9k,Full buy: 20k+,Loss
