Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,5,Team Liquid,19.5k,3.4k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,6,Leviatán,25.0k,3.8k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,6,Team Liquid,23.5k,4.9k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,7,Leviatán,10.0k,9.3k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,7,Team Liquid,23.0k,8.2k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,8,Leviatán,23.2k,2.4k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,8,Team Liquid,25.0k,7.7k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,9,Leviatán,9.5k,11.0k,Semi-eco: 5-10k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,9,Team Liquid,24.5k,9.8k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,10,Leviatán,24.9k,12.6k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,10,Team Liquid,17.2k,3.8k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,11,Leviatán,25.0k,26.6k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,11,Team Liquid,21.8k,2.7k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,12,Leviatán,25.1k,13.0k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,12,Team Liquid,25.4k,7.6k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,13,Leviatán,3.4k,0.3k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,13,Team Liquid,2.9k,0.6k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,14,Leviatán,14.5k,3.0k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,14,Team Liquid,5.1k,6.2k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,15,Leviatán,17.0k,14.1k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,15,Team Liquid,17.8k,0.6k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,16,Leviatán,23.9k,1.6k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,16,Team Liquid,21.0k,4.1k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,17,Leviatán,21.2k,2.1k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,17,Team Liquid,9.3k,7.3k,Semi-eco: 5-10k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,18,Leviatán,7.6k,8.5k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,18,Team Liquid,26.1k,11.3k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,19,Leviatán,21.3k,0.9k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,19,Team Liquid,26.2k,14.2k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,20,Leviatán,15.7k,11.4k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,20,Team Liquid,25.2k,2.6k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,21,Leviatán,25.9k,11.2k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,21,Team Liquid,9.8k,7.3k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,22,Leviatán,25.1k,12.0k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,22,Team Liquid,22.4k,1.4k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,23,Leviatán,18.5k,5.8k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,23,Team Liquid,22.7k,1.0k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,1,ZETA DIVISION,3.1k,0.5k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,1,LOUD,4.0k,0.2k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,2,ZETA DIVISION,15.1k,1.5k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,2,LOUD,5.1k,6.2k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,3,ZETA DIVISION,15.3k,13.2k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,3,LOUD,19.0k,0.4k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,4,ZETA DIVISION,21.5k,2.0k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,4,LOUD,18.2k,6.0k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,5,ZETA DIVISION,7.0k,11.0k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,5,LOUD,22.1k,4.3k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,6,ZETA DIVISION,21.0k,1.0k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,6,LOUD,24.3k,16.9k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,7,ZETA DIVISION,7.6k,6.5k,Semi-eco: 5-10k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,7,LOUD,23.0k,19.3k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,8,ZETA DIVISION,25.4k,12.4k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,8,LOUD,23.0k,7.6k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,9,ZETA DIVISION,20.5k,1.5k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,9,LOUD,22.9k,17.5k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,10,ZETA DIVISION,23.5k,8.1k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,10,LOUD,20.6k,12.3k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,11,ZETA DIVISION,22.2k,3.0k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,11,LOUD,23.0k,22.0k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,12,ZETA DIVISION,24.4k,4.2k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,12,LOUD,22.9k,10.4k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,13,ZETA DIVISION,3.7k,0.4k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,13,LOUD,3.7k,0.3k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,14,ZETA DIVISION,3.9k,7.7k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,14,LOUD,17.5k,0.6k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,15,ZETA DIVISION,21.5k,0.4k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,15,LOUD,14.6k,12.7k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,16,ZETA DIVISION,9.6k,7.7k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,16,LOUD,22.9k,9.6k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,17,ZETA DIVISION,22.6k,2.0k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,17,LOUD,23.6k,14.8k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,18,ZETA DIVISION,9.1k,9.8k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,18,LOUD,25.2k,11.9k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,19,ZETA DIVISION,22.8k,2.7k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,19,LOUD,26.0k,20.6k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,20,ZETA DIVISION,20.3k,1.1k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,20,LOUD,24.2k,8.0k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,21,ZETA DIVISION,11.6k,0.6k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,21,LOUD,24.5k,8.6k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,1,ZETA DIVISION,3.7k,0.2k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,1,LOUD,3.7k,0.3k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,2,ZETA DIVISION,16.2k,1.4k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,2,LOUD,4.1k,7.5k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,3,ZETA DIVISION,13.6k,13.7k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,3,LOUD,20.3k,0.9k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,4,ZETA DIVISION,24.2k,1.4k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,4,LOUD,20.8k,3.9k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,5,ZETA DIVISION,23.2k,6.7k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,5,LOUD,6.5k,8.0k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,6,ZETA DIVISION,27.1k,13.2k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,6,LOUD,21.0k,1.0k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,7,ZETA DIVISION,20.0k,5.1k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,7,LOUD,20.8k,6.4k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,8,ZETA DIVISION,25.3k,8.9k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,8,LOUD,19.4k,1.8k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,9,ZETA DIVISION,24.3k,13.1k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,9,LOUD,8.8k,8.1k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,10,ZETA DIVISION,25.5k,11.1k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,10,LOUD,23.6k,3.1k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,11,ZETA DIVISION,12.0k,11.7k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,11,LOUD,25.3k,10.7k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,12,ZETA DIVISION,24.0k,2.9k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,12,LOUD,24.3k,12.1k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,13,ZETA DIVISION,3.5k,0.3k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,13,LOUD,3.6k,0.2k,Eco: 0-5k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,14,ZETA DIVISION,4.4k,8.3k,Eco: 0-5k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,14,LOUD,17.0k,0.7k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,15,ZETA DIVISION,21.7k,0.8k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,15,LOUD,14.2k,11.8k,Semi-buy: 10-20k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,16,ZETA DIVISION,23.0k,9.7k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,16,LOUD,21.4k,1.5k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,17,ZETA DIVISION,20.2k,3.1k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,17,LOUD,19.1k,2.9k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,18,ZETA DIVISION,9.3k,9.5k,Semi-eco: 5-10k,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,18,LOUD,24.7k,4.9k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,19,ZETA DIVISION,24.8k,2.7k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,19,LOUD,25.3k,9.8k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,20,ZETA DIVISION,10.8k,8.6k,Semi-buy: 10-20k,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,20,LOUD,25.1k,13.4k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,21,ZETA DIVISION,26.3k,10.3k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,21,LOUD,20.3k,4.7k,Full buy: 20k+,Win
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,22,ZETA DIVISION,20.5k,1.5k,Full buy: 20k+,Loss
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,22,LOUD,25.1k,16.9k,Full buy: 20k+,Win
