Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,5,FNATIC,22.3k,10.2k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,5,Cloud9,19.7k,1.3k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,6,FNATIC,24.1k,15.5k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,6,Cloud9,11.1k,7.6k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,7,FNATIC,21.4k,4.6k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,7,Cloud9,23.6k,8.6k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,8,FNATIC,11.1k,8.2k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,8,Cloud9,22.5k,12.6k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,9,FNATIC,23.5k,2.8k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,9,Cloud9,22.9k,12.5k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,10,FNATIC,24.1k,10.9k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,10,Cloud9,18.5k,4.9k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,11,FNATIC,24.1k,14.0k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,11,Cloud9,20.8k,1.8k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,12,FNATIC,24.7k,20.3k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,12,Cloud9,17.9k,0.7k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,13,FNATIC,3.7k,0.3k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,13,Cloud9,3.6k,0.1k,Eco: 0-5k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,14,FNATIC,1.0k,9.8k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,14,Cloud9,16.1k,2.3k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,15,FNATIC,22.7k,2.2k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,15,Cloud9,18.4k,2.4k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,16,FNATIC,9.0k,8.7k,Semi-eco: 5-10k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,16,Cloud9,22.9k,6.0k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,17,FNATIC,21.4k,5.7k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,17,Cloud9,22.6k,3.5k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,18,FNATIC,22.9k,16.5k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,18,Cloud9,5.7k,9.3k,Semi-eco: 5-10k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,19,FNATIC,25.8k,20.8k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,19,Cloud9,21.7k,1.4k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,20,FNATIC,25.5k,27.4k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,20,Cloud9,10.0k,7.1k,Semi-eco: 5-10k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,21,FNATIC,25.5k,31.1k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,21,Cloud9,22.0k,1.1k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,22,FNATIC,25.3k,20.6k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,22,Cloud9,20.3k,3.2k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,23,FNATIC,24.4k,13.3k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,23,Cloud9,20.8k,4.9k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,24,FNATIC,25.5k,22.4k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Icebox,24,Cloud9,14.1k,0.9k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,1,FNATIC,3.0k,0.2k,Eco: 0-5k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,1,Cloud9,3.4k,0.5k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,2,FNATIC,14.1k,1.9k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,2,Cloud9,12.1k,0.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,3,FNATIC,14.3k,11.2k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,3,Cloud9,6.7k,6.6k,Semi-eco: 5-10k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,4,FNATIC,19.7k,1.9k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,4,Cloud9,19.8k,13.3k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,5,FNATIC,16.6k,3.2k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,5,Cloud9,22.6k,3.7k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,6,FNATIC,2.9k,11.2k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,6,Cloud9,23.1k,16.0k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,7,FNATIC,23.1k,0.7k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,7,Cloud9,24.9k,25.6k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,8,FNATIC,21.8k,4.2k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,8,Cloud9,24.3k,13.0k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,9,FNATIC,6.1k,9.3k,Semi-eco: 5-10k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,9,Cloud9,21.3k,13.6k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,10,FNATIC,20.9k,1.5k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,10,Cloud9,25.7k,18.5k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,11,FNATIC,17.3k,2.4k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,11,Cloud9,24.4k,5.2k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,12,FNATIC,19.9k,2.1k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,12,Cloud9,19.3k,0.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,13,FNATIC,3.6k,0.5k,Eco: 0-5k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,13,Cloud9,3.3k,0.3k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,14,FNATIC,15.6k,3.5k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,14,Cloud9,1.8k,8.9k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,15,FNATIC,17.8k,11.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,15,Cloud9,21.7k,0.2k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,16,FNATIC,19.6k,1.5k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,16,Cloud9,21.1k,6.0k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,17,FNATIC,22.2k,8.5k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,17,Cloud9,11.5k,8.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,18,FNATIC,22.6k,15.6k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,18,Cloud9,20.2k,0.9k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,19,FNATIC,20.6k,5.0k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,19,Cloud9,21.0k,6.9k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,20,FNATIC,13.4k,6.5k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,20,Cloud9,22.2k,18.0k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,21,FNATIC,19.1k,2.3k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,21,Cloud9,23.0k,26.2k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,22,FNATIC,9.8k,8.7k,Semi-eco: 5-10k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,22,Cloud9,24.0k,23.6k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,23,FNATIC,21.5k,2.1k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,23,Cloud9,26.6k,16.0k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,24,FNATIC,18.4k,0.4k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Split,24,Cloud9,25.2k,9.1k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,1,FNATIC,3.3k,0.3k,Eco: 0-5k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,1,Cloud9,3.3k,0.3k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,2,FNATIC,16.4k,2.2k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,2,Cloud9,1.1k,9.3k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,3,FNATIC,16.2k,14.6k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,3,Cloud9,21.0k,0.3k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,4,FNATIC,21.9k,2.6k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,4,Cloud9,17.4k,2.0k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,5,FNATIC,21.9k,15.5k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,5,Cloud9,3.9k,9.4k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,6,FNATIC,22.1k,25.3k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,6,Cloud9,22.0k,1.4k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,7,FNATIC,22.0k,29.7k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,7,Cloud9,12.8k,8.8k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,8,FNATIC,21.9k,30.0k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,8,Cloud9,22.7k,2.0k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,9,FNATIC,22.0k,17.8k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,9,Cloud9,19.6k,4.9k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,10,FNATIC,22.1k,8.7k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,10,Cloud9,22.6k,12.9k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,11,FNATIC,22.2k,22.1k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,11,Cloud9,21.6k,1.7k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,12,FNATIC,21.9k,23.2k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,12,Cloud9,13.8k,1.3k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,13,FNATIC,3.4k,0.2k,Eco: 0-5k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,13,Cloud9,3.8k,0.4k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,14,FNATIC,15.8k,0.4k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,14,Cloud9,2.2k,9.6k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,15,FNATIC,16.5k,8.0k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,15,Cloud9,22.6k,1.6k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,16,FNATIC,22.7k,10.4k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,16,Cloud9,18.1k,0.9k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,17,FNATIC,10.8k,10.0k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,17,Cloud9,21.5k,6.3k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,18,FNATIC,20.0k,2.1k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,18,Cloud9,22.8k,11.3k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,19,FNATIC,20.7k,7.6k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,19,Cloud9,20.3k,3.0k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,20,FNATIC,7.4k,10.9k,Semi-eco: 5-10k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,20,Cloud9,22.9k,8.8k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,21,FNATIC,23.1k,2.8k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,21,Cloud9,22.4k,19.4k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,22,FNATIC,12.7k,8.0k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,22,Cloud9,24.6k,23.6k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,23,FNATIC,21.2k,2.1k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,23,Cloud9,24.7k,13.7k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,24,FNATIC,15.6k,0.9k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,24,Cloud9,25.0k,19.2k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,25,FNATIC,21.9k,2.3k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,25,Cloud9,22.6k,1.8k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,26,FNATIC,21.8k,2.3k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Fracture,26,Cloud9,23.1k,1.8k,Full buy: 20k+,Loss
